"indicator ",reporter_code,reporter_name,year,classification_version,product_code,partner_code,partner_name,value,source
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,853951,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,853941,A000,World,2.6,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,852791,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,852721,A000,World,0.666666666666667,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,852110,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,851431,A000,World,0.65,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,851140,A000,World,1.25,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,850980,A000,World,1.4,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,850630,A000,World,2.7,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,850520,A000,World,3.1,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,850450,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,850220,A000,World,1,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,848630,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,847021,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,846789,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,846610,A000,World,3.9,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,846262,A000,World,4.4,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,846090,A000,World,4.4,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,845941,A000,World,4.2,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,845811,A000,World,4.4,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,845620,A000,World,2.95,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,843930,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,843621,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,843320,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,842920,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,842230,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,842123,A000,World,1.25,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,841830,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,841620,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,841391,A000,World,0.625,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,841122,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,840420,A000,World,5,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,830400,A000,World,3.9,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,821220,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,820730,A000,World,4.3,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,820239,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,810939,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,810820,A000,World,15,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,810320,A000,World,2.5,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,810196,A000,World,4.4,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,810110,A000,World,7,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,761210,A000,World,2.4,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,741300,A000,World,2,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,732290,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,732181,A000,World,1.45,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,732090,A000,World,1.45,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,730669,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,730630,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,730590,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,730441,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,730429,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,730240,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,722592,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,722490,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,721041,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,721030,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,720890,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,720837,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,720826,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,711291,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,711019,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,710122,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,701090,A000,World,1.925,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,700992,A000,World,7.15,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,690310,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,681320,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,681140,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,680510,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,680300,A000,World,1.65,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,680229,A000,World,5.45,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,640351,A000,World,5.875,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,640319,A000,World,4.63333333333333,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,640110,A000,World,37.5,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,630619,A000,World,6.55,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,630391,A000,World,10.3,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,621111,A000,World,13.1,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,621030,A000,World,5.1,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,620461,A000,World,10.6,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,620413,A000,World,22.46,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,611699,A000,World,7.36666666666667,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,611529,A000,World,9.3,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,611510,A000,World,11.9285714285714,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,610729,A000,World,5,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,610449,A000,World,3.25,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,600330,A000,World,10.85,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,591131,A000,World,3.8,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,590110,A000,World,5.55,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,580632,A000,World,6.1,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,580430,A000,World,13.2,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,580230,A000,World,6.2,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,580136,A000,World,9.8,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,570242,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,551623,A000,World,8.5,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,551529,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,551441,A000,World,14.9,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,551422,A000,World,14.9,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,551419,A000,World,11.7,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,550959,A000,World,13.2,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,550311,A000,World,4.3,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,550111,A000,World,7.5,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,540741,A000,World,13.6,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,540349,A000,World,8.3,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,540233,A000,World,8.4,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,530110,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,521120,A000,World,8.4,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,521049,A000,World,11.18,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,521041,A000,World,12.5666666666667,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,521019,A000,World,9.1,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,520951,A000,World,5.7,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,520643,A000,World,9.2,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,520548,A000,World,12,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,520534,A000,World,9.9,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,520523,A000,World,8.6,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,511211,A000,World,19,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,500710,A000,World,2.35,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,500300,A000,World,1.25,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,482050,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,481099,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,480451,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,480258,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,470630,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,470100,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,460290,A000,World,3.5,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,441892,A000,World,3.2,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,441112,A000,World,1.222,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,440791,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,440722,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,430310,A000,World,4,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,410330,A000,World,2.1,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,401699,A000,World,2.17,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,401410,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,401120,A000,World,3.7,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,400510,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,392330,A000,World,3,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,392111,A000,World,5.3,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,392069,A000,World,4.2,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,392049,A000,World,5.8,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,390721,A000,World,3.25,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,382460,A000,World,4.9,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,370296,A000,World,3.7,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,350110,A000,World,0.025,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,330741,A000,World,2.4,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,330690,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,330520,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,321511,A000,World,1.2,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,320415,A000,World,5.57142857142857,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,320412,A000,World,4.64285714285714,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,310100,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,300610,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,300431,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,300390,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,300249,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,293492,A000,World,3.25,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,293430,A000,World,3.25,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,293219,A000,World,2.55,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,293159,A000,World,1.85,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,292910,A000,World,5.6,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,292511,A000,World,6.5,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,292421,A000,World,2.78571428571429,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,292419,A000,World,2.55,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,292242,A000,World,3.4,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,292217,A000,World,3.25,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,292112,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,292019,A000,World,3.34,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,292011,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,291529,A000,World,2.14,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,291512,A000,World,5.5,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,291242,A000,World,5.5,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,291030,A000,World,1.85,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,290436,A000,World,3.7,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,284910,A000,World,1.8,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,284443,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,284190,A000,World,3.17142857142857,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,283640,A000,World,1.6,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,283410,A000,World,4.3,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,283325,A000,World,1.4,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,283220,A000,World,3.1,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,282911,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,282570,A000,World,3.2,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,282110,A000,World,3.7,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,282010,A000,World,4.7,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,271410,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,271320,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,271210,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,271121,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,271114,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,262011,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,261390,A000,World,0.48,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,261000,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,252910,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,252330,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,251620,A000,World,1.5,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,250300,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,230700,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,230240,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,210610,A000,World,6.4,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,210230,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,210210,A000,World,6.4,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,200950,A000,World,0.11,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,200939,A000,World,8.77666666666667,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,200860,A000,World,6.01,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,200710,A000,World,12,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,170490,A000,World,10.80375,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,170260,A000,World,13.3833333333333,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,160561,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,160414,A000,World,10.0871428571429,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,160290,A000,World,4.55,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,160220,A000,World,2.17,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,152000,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,150930,A000,World,0.54,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,150430,A000,World,5.04,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,150110,A000,World,2.5,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,121120,A000,World,3,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,120999,A000,World,0.025,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,110812,A000,World,0.75,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,110620,A000,World,4.15,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,090922,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,090822,A000,World,0.185,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,090520,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,071332,A000,World,0.665,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,071120,A000,World,2.66,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,070820,A000,World,3.02,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,070420,A000,World,12.5,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,050690,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,050290,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,041010,A000,World,1.1,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,040819,A000,World,3.41,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,040790,A000,World,0.69,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,040729,A000,World,1.94,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,030799,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,030742,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,030732,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,030693,A000,World,3.75,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,030564,A000,World,0.25,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,030382,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,030363,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,021020,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,020990,A000,World,3.2,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,020680,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,020442,A000,World,0.395,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,020230,A000,World,10.6175,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,010190,A000,World,2.25,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,961000,A000,World,3.5,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,950829,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,950510,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,940549,A000,World,3.9,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,940360,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,940330,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,930520,A000,World,1.75,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,920110,A000,World,4.7,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,910310,A000,World,,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,910211,A000,World,,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,910199,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,903149,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,902519,A000,World,0,WTO IDB
MFN_applied_duty_simple_average_in_percentage,C840,United States of America,2024,HS22,901811,A000,World,0,WTO IDB
